ProdCodeId	DMDCode	TermfromEMIS	ProductName	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	DrugIssues
655141000033116	325287003	Guar gum 5g granules sachets sugar free	Guar gum 5g granules sachets sugar free	Guar gum	5.000gram	Granules	Oral	6010203	2000
757641000033112	36047511000001102	Insulin lispro 100units/ml solution for injection 1.5ml cartridges	Insulin lispro 100units/ml solution for injection 1.5ml cartridges	Insulin lispro	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Subcutaneous	6010101	20000
762441000033118	36047611000001103	Insulin lispro 100units/ml solution for injection 10ml vials	Insulin lispro 100units/ml solution for injection 10ml vials	Insulin lispro	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Intramuscular/ Subcutaneous/ Intravenous	6010101	50000
779141000033111	3472511000001100	Insulin isophane human 100units/ml suspension for injection 10ml vials	Insulin isophane human 100units/ml suspension for injection 10ml vials	Insulin isophane human	100.000unit/1.000ml + 100.000unit/1.000ml	Suspension for injection	Subcutaneous	6010102	20000
896941000033112	325278007	Metformin 500mg tablets	Metformin 500mg tablets	Metformin hydrochloride	500.000mg	Tablet	Oral	6010202	60000000
897041000033113	325279004	Metformin 850mg tablets	Metformin 850mg tablets	Metformin hydrochloride	850.000mg	Tablet	Oral	6010202	10000000
1119741000033114	36047911000001109	Insulin protamine zinc bovine 100units/ml suspension for injection 10ml vials	Insulin protamine zinc bovine 100units/ml suspension for injection 10ml vials	Insulin protamine zinc bovine	100.000unit/1.000ml + 100.000unit/1.000ml	Suspension for injection	Subcutaneous	6010102	2000
1450941000033113	325267004	Tolbutamide 500mg tablets	Tolbutamide 500mg tablets	Tolbutamide	500.000mg	Tablet	Oral	6010201	1000000
1672741000033112	326048000	Repaglinide 1mg tablets	Repaglinide 1mg tablets	Repaglinide	1.000mg	Tablet	Oral	6010203	200000
1672841000033119	326049008	Repaglinide 2mg tablets	Repaglinide 2mg tablets	Repaglinide	2.000mg	Tablet	Oral	6010203	200000
1672941000033110	326047005	Repaglinide 500microgram tablets	Repaglinide 500microgram tablets	Repaglinide	500.000microgram	Tablet	Oral	6010203	100000
1739941000033110	36047711000001107	Insulin lispro 100units/ml solution for injection 3ml cartridges	Insulin lispro 100units/ml solution for injection 3ml cartridges	Insulin lispro	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Intramuscular/ Subcutaneous/ Intravenous	6010101	100000
1821441000033116	3473011000001104	Insulin isophane porcine 100units/ml suspension for injection 10ml vials	Insulin isophane porcine 100units/ml suspension for injection 10ml vials	Insulin isophane porcine	100.000unit/1.000ml + 100.000unit/1.000ml	Suspension for injection	Intramuscular/ Subcutaneous	6010102	4000
1821541000033115	4053611000001100	Insulin isophane porcine 100units/ml suspension for injection 3ml cartridges	Insulin isophane porcine 100units/ml suspension for injection 3ml cartridges	Insulin isophane porcine	100.000unit/1.000ml + 100.000unit/1.000ml	Suspension for injection	Subcutaneous/ Intramuscular	6010102	2000
1821641000033119	3472311000001106	Insulin isophane bovine 100units/ml suspension for injection 10ml vials	Insulin isophane bovine 100units/ml suspension for injection 10ml vials	Insulin isophane bovine	100.000unit/1.000ml + 100.000unit/1.000ml	Suspension for injection	Intramuscular/ Subcutaneous	6010102	3000
1821741000033111	4033211000001103	Insulin isophane bovine 100units/ml suspension for injection 3ml cartridges	Insulin isophane bovine 100units/ml suspension for injection 3ml cartridges	Insulin isophane bovine	100.000unit/1.000ml + 100.000unit/1.000ml	Suspension for injection	Intramuscular/ Subcutaneous	6010102	600
1861941000033119	36047011000001105	Insulin aspart 100units/ml solution for injection 10ml vials	Insulin aspart 100units/ml solution for injection 10ml vials	Insulin aspart	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Intravenous/ Subcutaneous	6010101	30000
1862041000033113	3468611000001108	Insulin aspart 100units/ml solution for injection 3ml cartridges	Insulin aspart 100units/ml solution for injection 3ml cartridges	Insulin aspart	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Subcutaneous/ Intravenous	6010101	100000
2147541000033115	326057006	Rosiglitazone 4mg tablets	Rosiglitazone 4mg tablets	Rosiglitazone maleate	4.000mg	Tablet	Oral	6010203	1000000
2147641000033119	326056002	Rosiglitazone 8mg tablets	Rosiglitazone 8mg tablets	Rosiglitazone maleate	8.000mg	Tablet	Oral	6010203	600000
2182241000033112	36047811000001104	Insulin lispro 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin lispro 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin lispro	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Intravenous/ Subcutaneous/ Intramuscular	6010101	30000
2190741000033115	326062007	Pioglitazone 15mg tablets	Pioglitazone 15mg tablets	Pioglitazone hydrochloride	15.000mg	Tablet	Oral	6010203	2000000
2190841000033113	326061000	Pioglitazone 30mg tablets	Pioglitazone 30mg tablets	Pioglitazone hydrochloride	30.000mg	Tablet	Oral	6010203	2000000
2288241000033112	134610002	Nateglinide 60mg tablets	Nateglinide 60mg tablets	Nateglinide	60.000mg	Tablet	Oral	6010203	70000
2288341000033119	134609007	Nateglinide 120mg tablets	Nateglinide 120mg tablets	Nateglinide	120.000mg	Tablet	Oral	6010203	40000
2288441000033113	134608004	Nateglinide 180mg tablets	Nateglinide 180mg tablets	Nateglinide	180.000mg	Tablet	Oral	6010203	30000
2289441000033115	38896211000001104	Gliclazide 30mg modified-release tablets	Gliclazide 30mg modified-release tablets	Gliclazide	30.000mg	Modified-release tablet	Oral	6010201	3000000
2620241000033119	8664411000001102	Metformin 500mg/5ml oral suspension	Metformin 500mg/5ml oral suspension	Metformin hydrochloride	100.000mg/1.000ml	Oral suspension	Oral	6010202	20000
2623841000033114	8453311000001103	Diazoxide 250mg/5ml oral suspension	Diazoxide 250mg/5ml oral suspension	Diazoxide	50.000mg/1.000ml	Oral suspension	Oral	6010400	2000
2798841000033115	36047111000001106	Insulin glargine 100units/ml solution for injection 10ml vials	Insulin glargine 100units/ml solution for injection 10ml vials	Insulin glargine	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Subcutaneous	6010102	200000
2798941000033111	38896911000001108	Insulin glargine 100units/ml solution for injection 3ml cartridges	Insulin glargine 100units/ml solution for injection 3ml cartridges	Insulin glargine	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Subcutaneous	6010102	600000
2799041000033119	38897011000001107	Insulin glargine 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin glargine 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin glargine	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Subcutaneous	6010102	700000
2995941000033112	374897009	Pioglitazone 45mg tablets	Pioglitazone 45mg tablets	Pioglitazone hydrochloride	45.000mg	Tablet	Oral	6010203	1000000
3136941000033116	7594211000001102	Insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin detemir	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Subcutaneous	6010102	100000
3137041000033115	7597611000001106	Insulin detemir 100units/ml solution for injection 3ml cartridges	Insulin detemir 100units/ml solution for injection 3ml cartridges	Insulin detemir	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Subcutaneous	6010102	200000
3191341000033115	409121008	Rosiglitazone 1mg / Metformin 500mg tablets	Rosiglitazone 1mg / Metformin 500mg tablets	Metformin hydrochloride/ Rosiglitazone maleate	500.000mg + 1.000mg	Tablet	Oral	6010203	6000
3191441000033114	409122001	Rosiglitazone 2mg / Metformin 500mg tablets	Rosiglitazone 2mg / Metformin 500mg tablets	Metformin hydrochloride/ Rosiglitazone maleate	500.000mg + 2.000mg	Tablet	Oral	6010203	80000
3200541000033116	409124000	Rosiglitazone 2mg / Metformin 1g tablets	Rosiglitazone 2mg / Metformin 1g tablets	Metformin hydrochloride/ Rosiglitazone maleate	1.000gram + 2.000mg	Tablet	Oral	6010203	200000
3200641000033115	409125004	Rosiglitazone 4mg / Metformin 1g tablets	Rosiglitazone 4mg / Metformin 1g tablets	Metformin hydrochloride/ Rosiglitazone maleate	1.000gram + 4.000mg	Tablet	Oral	6010203	200000
3228141000033117	39113511000001101	Metformin 500mg modified-release tablets	Metformin 500mg modified-release tablets	Metformin hydrochloride	500.000mg	Modified-release tablet	Oral	6010202	10000000
3277741000033118	3468711000001104	Insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin aspart	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Subcutaneous/ Intravenous	6010101	40000
3345641000033114	36047211000001100	Insulin glulisine 100units/ml solution for injection 10ml vials	Insulin glulisine 100units/ml solution for injection 10ml vials	Insulin glulisine	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Subcutaneous	6010101	6000
3345741000033117	9532111000001100	Insulin glulisine 100units/ml solution for injection 3ml cartridges	Insulin glulisine 100units/ml solution for injection 3ml cartridges	Insulin glulisine	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Subcutaneous	6010101	3000
3914241000033112	10097211000001102	Insulin glulisine 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin glulisine 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin glulisine	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Subcutaneous	6010101	9000
3953041000033113	8524311000001105	Gliclazide 80mg/5ml oral suspension	Gliclazide 80mg/5ml oral suspension	Gliclazide	16.000mg/1.000ml	Oral suspension	Oral	6010201	6000
3982341000033110	10750111000001100	Metformin 500mg/5ml oral solution sugar free	Metformin 500mg/5ml oral solution sugar free	Metformin hydrochloride	100.000mg/1.000ml	Oral solution	Oral	6010202	200000
3983941000033115	419873003	Pioglitazone 15mg / Metformin 850mg tablets	Pioglitazone 15mg / Metformin 850mg tablets	Metformin hydrochloride/ Pioglitazone hydrochloride	850.000mg + 15.000mg	Tablet	Oral	6010203	400000
4133241000033117	424345005	Sitagliptin 100mg tablets	Sitagliptin 100mg tablets	Sitagliptin phosphate	100.000mg	Tablet	Oral	6010203	7000000
4149341000033111	11494211000001108	Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices	Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices	Exenatide	250.000microgram/1.000ml	Solution for injection	Subcutaneous	6010203	50000
4149441000033117	11494111000001102	Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices	Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices	Exenatide	250.000microgram/1.000ml	Solution for injection	Subcutaneous	6010203	400000
4269741000033117	13412911000001100	Vildagliptin 50mg tablets	Vildagliptin 50mg tablets	Vildagliptin	50.000mg	Tablet	Oral	6010203	300000
4452341000033119	13413111000001109	Vildagliptin 50mg / Metformin 850mg tablets	Vildagliptin 50mg / Metformin 850mg tablets	Metformin hydrochloride/ Vildagliptin	850.000mg + 50.000mg	Tablet	Oral	6010203	40000
4452441000033113	13413011000001108	Vildagliptin 50mg / Metformin 1g tablets	Vildagliptin 50mg / Metformin 1g tablets	Metformin hydrochloride/ Vildagliptin	1.000gram + 50.000mg	Tablet	Oral	6010203	200000
4549141000033118	38893811000001107	Metformin 750mg modified-release tablets	Metformin 750mg modified-release tablets	Metformin hydrochloride	750.000mg	Modified-release tablet	Oral	6010202	500000
4945241000033117	38893711000001104	Metformin 1g modified-release tablets	Metformin 1g modified-release tablets	Metformin hydrochloride	1.000gram	Modified-release tablet	Oral	6010202	4000000
5007641000033119	15411311000001103	Metformin 500mg oral powder sachets sugar free	Metformin 500mg oral powder sachets sugar free	Metformin hydrochloride	500.000mg	 Powder	Oral	6010202	70000
5007741000033111	15411211000001106	Metformin 1g oral powder sachets sugar free	Metformin 1g oral powder sachets sugar free	Metformin hydrochloride	1.000gram	 Powder	Oral	6010202	30000
5131241000033110	15859111000001102	Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices	Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices	Liraglutide	6.000mg/1.000ml	Solution for injection	Subcutaneous	6010203	1000000
5292241000033113	4255811000001109	Glucose 40% oral gel	Glucose 40% oral gel	Glucose	400.000mg/1.000gram	Oral gel	Oral	6010400	400000
5316641000033118	39703911000001101	Saxagliptin 5mg tablets	Saxagliptin 5mg tablets	Saxagliptin hydrochloride	5.000mg	Tablet	Oral	6010203	700000
5576041000033115	17071811000001108	Metformin 1g / Sitagliptin 50mg tablets	Metformin 1g / Sitagliptin 50mg tablets	Metformin hydrochloride/ Sitagliptin phosphate	1.000gram + 50.000mg	Tablet	Oral	6010203	400000
5709741000033116	16702011000001102	Gliclazide 40mg tablets	Gliclazide 40mg tablets	Gliclazide	40.000mg	Tablet	Oral	6010201	4000000
5869241000033114	8524211000001102	Gliclazide 40mg/5ml oral suspension	Gliclazide 40mg/5ml oral suspension	Gliclazide	8.000mg/1.000ml	Oral suspension	Oral	6010201	3000
5966841000033114	8452911000001109	Diazoxide 10mg/5ml oral suspension	Diazoxide 10mg/5ml oral suspension	Diazoxide	2.000mg/1.000ml	Oral suspension	Oral	6010400	40
5966941000033118	8452811000001104	Diazoxide 10mg/5ml oral solution	Diazoxide 10mg/5ml oral solution	Diazoxide	2.000mg/1.000ml	Oral solution	Oral	6010400	100
5968741000033115	8523711000001107	Glibenclamide 5mg/5ml oral solution	Glibenclamide 5mg/5ml oral solution	Glibenclamide	1.000mg/1.000ml	Oral solution	Oral	6010201	30
5968841000033113	8523811000001104	Glibenclamide 5mg/5ml oral suspension	Glibenclamide 5mg/5ml oral suspension	Glibenclamide	1.000mg/1.000ml	Oral suspension	Oral	6010201	20
5997041000033115	409197000	Metformin 500mg/5ml oral solution	Metformin 500mg/5ml oral solution	Metformin hydrochloride	100.000mg/1.000ml	Oral solution	Oral	6010202	7000
6123241000033112	39703811000001106	Saxagliptin 2.5mg tablets	Saxagliptin 2.5mg tablets	Saxagliptin hydrochloride	2.500mg	Tablet	Oral	6010203	200000
6388241000033117	19275411000001107	Exenatide 2mg powder and solvent for prolonged-release suspension for injection vials	Exenatide 2mg powder and solvent for prolonged-release suspension for injection vials	Exenatide	2.000mg	Powder and solvent for prolonged-release suspension for inj	Subcutaneous	6010203	40000
6444041000033117	19525211000001103	Linagliptin 5mg tablets	Linagliptin 5mg tablets	Linagliptin	5.000mg	Tablet	Oral	6010203	4000000
6468341000033117	8452611000001103	Diazoxide 100mg/5ml oral solution	Diazoxide 100mg/5ml oral solution	Diazoxide	20.000mg/1.000ml	Oral solution	Oral	6010400	10
6468441000033111	8452711000001107	Diazoxide 100mg/5ml oral suspension	Diazoxide 100mg/5ml oral suspension	Diazoxide	20.000mg/1.000ml	Oral suspension	Oral	6010400	9
7687241000033110	424513004	Sitagliptin 50mg tablets	Sitagliptin 50mg tablets	Sitagliptin phosphate	50.000mg	Tablet	Oral	6010203	800000
7687441000033111	423962004	Sitagliptin 25mg tablets	Sitagliptin 25mg tablets	Sitagliptin phosphate	25.000mg	Tablet	Oral	6010203	300000
8115741000033119	21245011000001106	Linagliptin 2.5mg / Metformin 1g tablets	Linagliptin 2.5mg / Metformin 1g tablets	Linagliptin/ Metformin hydrochloride	2.500mg + 1000.000mg	Tablet	Oral	6010203	100000
8115841000033112	21245111000001107	Linagliptin 2.5mg / Metformin 850mg tablets	Linagliptin 2.5mg / Metformin 850mg tablets	Linagliptin/ Metformin hydrochloride	2.500mg + 850.000mg	Tablet	Oral	6010203	20000
8125241000033119	21366911000001103	Glimepiride 6mg/5ml oral suspension	Glimepiride 6mg/5ml oral suspension	Glimepiride	1.200mg/1.000ml	Oral suspension	Oral	6010201	10
8182141000033114	11652011000001102	Diazoxide 12.5mg/5ml oral suspension	Diazoxide 12.5mg/5ml oral suspension	Diazoxide	2.500mg/1.000ml	Oral suspension	Oral	6010400	20
8199341000033118	39689911000001109	Dapagliflozin 5mg tablets	Dapagliflozin 5mg tablets	Dapagliflozin propanediol monohydrate	5.000mg	Tablet	Oral	6010203	200000
8199441000033112	39689811000001104	Dapagliflozin 10mg tablets	Dapagliflozin 10mg tablets	Dapagliflozin propanediol monohydrate	10.000mg	Tablet	Oral	6010203	2000000
8242541000033112	21711511000001101	Saxagliptin 2.5mg / Metformin 850mg tablets	Saxagliptin 2.5mg / Metformin 850mg tablets	Metformin hydrochloride/ Saxagliptin hydrochloride	850.000mg + 2.500mg	Tablet	Oral	6010203	2000
8242641000033113	21711411000001100	Saxagliptin 2.5mg / Metformin 1g tablets	Saxagliptin 2.5mg / Metformin 1g tablets	Metformin hydrochloride/ Saxagliptin hydrochloride	1.000gram + 2.500mg	Tablet	Oral	6010203	20000
8263941000033117	21939611000001101	Insulin degludec 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin degludec 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin degludec	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Subcutaneous	6010102	70000
8264041000033115	21939711000001105	Insulin degludec 200units/ml solution for injection 3ml pre-filled disposable devices	Insulin degludec 200units/ml solution for injection 3ml pre-filled disposable devices	Insulin degludec	200.000unit/1.000ml + 200.000unit/1.000ml	Solution for injection	Subcutaneous	6010102	20000
8264341000033118	21939511000001100	Insulin degludec 100units/ml solution for injection 3ml cartridges	Insulin degludec 100units/ml solution for injection 3ml cartridges	Insulin degludec	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Subcutaneous	6010102	30000
8267341000033110	21994611000001106	Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Lixisenatide	50.000microgram/1.000ml	Solution for injection	Subcutaneous	6010203	10000
8267441000033116	21994811000001105	Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Lixisenatide	100.000microgram/1.000ml	Solution for injection	Subcutaneous	6010203	100000
8268441000033115	21994711000001102	Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices and Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices and Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices			Not applicable	Route of administration not applicable	6010203	2000
8298141000033113	22226111000001104	Gliclazide 60mg modified-release tablets	Gliclazide 60mg modified-release tablets	Gliclazide	60.000mg	Modified-release tablet	Oral	6010201	200000
8959241000033118	23637511000001104	Alogliptin 6.25mg tablets	Alogliptin 6.25mg tablets	Alogliptin benzoate	6.250mg	Tablet	Oral	6010203	60000
8959341000033111	23637311000001105	Alogliptin 12.5mg tablets	Alogliptin 12.5mg tablets	Alogliptin benzoate	12.500mg	Tablet	Oral	6010203	300000
8959441000033117	23637411000001103	Alogliptin 25mg tablets	Alogliptin 25mg tablets	Alogliptin benzoate	25.000mg	Tablet	Oral	6010203	1000000
8959841000033119	23637211000001102	Alogliptin 12.5mg / Metformin 1g tablets	Alogliptin 12.5mg / Metformin 1g tablets	Alogliptin benzoate/ Metformin hydrochloride	12.500mg + 1.000gram	Tablet	Oral	6010203	90000
9106041000033110	24054611000001100	Dapagliflozin 5mg / Metformin 1g tablets	Dapagliflozin 5mg / Metformin 1g tablets	Dapagliflozin propanediol monohydrate/ Metformin hydrochloride	5.000mg + 1.000gram	Tablet	Oral	6010203	60000
9106141000033114	24054711000001109	Dapagliflozin 5mg / Metformin 850mg tablets	Dapagliflozin 5mg / Metformin 850mg tablets	Dapagliflozin propanediol monohydrate/ Metformin hydrochloride	5.000mg + 850.000mg	Tablet	Oral	6010203	5000
9110341000033112	39734511000001100	Canagliflozin 100mg tablets	Canagliflozin 100mg tablets	Canagliflozin hemihydrate	100.000mg	Tablet	Oral	6010203	500000
9110441000033118	24104511000001103	Canagliflozin 300mg tablets	Canagliflozin 300mg tablets	Canagliflozin hemihydrate	300.000mg	Tablet	Oral	6010203	400000
9173841000033115	8453711000001104	Diazoxide 50mg/5ml oral suspension	Diazoxide 50mg/5ml oral suspension	Diazoxide	10.000mg/1.000ml	Oral suspension	Oral	6010400	400
9336641000033119	25290511000001101	Empagliflozin 10mg tablets	Empagliflozin 10mg tablets	Empagliflozin	10.000mg	Tablet	Oral	6010203	1000000
9336841000033118	25290611000001102	Empagliflozin 25mg tablets	Empagliflozin 25mg tablets	Empagliflozin	25.000mg	Tablet	Oral	6010203	800000
9677041000033116	26655811000001102	Insulin aspart 100units/ml solution for injection 1.6ml cartridges	Insulin aspart 100units/ml solution for injection 1.6ml cartridges	Insulin aspart	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Intravenous/ Subcutaneous	6010101	2000
9851541000033114	28049211000001101	Canagliflozin 50mg / Metformin 1g tablets	Canagliflozin 50mg / Metformin 1g tablets	Canagliflozin hemihydrate/ Metformin hydrochloride	50.000mg + 1.000gram	Tablet	Oral	6010203	20000
9851641000033110	28049311000001109	Canagliflozin 50mg / Metformin 850mg tablets	Canagliflozin 50mg / Metformin 850mg tablets	Canagliflozin hemihydrate/ Metformin hydrochloride	50.000mg + 850.000mg	Tablet	Oral	6010203	3000
10044541000033113	28279611000001109	Insulin degludec 100units/ml / Liraglutide 3.6mg/ml solution for injection 3ml pre-filled disposable devices	Insulin degludec 100units/ml / Liraglutide 3.6mg/ml solution for injection 3ml pre-filled disposable devices	Insulin degludec/ Liraglutide	100.000unit/1.000ml + 100.000unit/1.000ml + 3.600mg/1.000ml	Solution for injection	Subcutaneous	6010203	6000
10207841000033118	28789611000001108	Dulaglutide 0.75mg/0.5ml solution for injection pre-filled disposable devices	Dulaglutide 0.75mg/0.5ml solution for injection pre-filled disposable devices	Dulaglutide	1.500mg/1.000ml	Solution for injection	Subcutaneous	6010203	60000
10207941000033114	28789711000001104	Dulaglutide 1.5mg/0.5ml solution for injection pre-filled disposable devices	Dulaglutide 1.5mg/0.5ml solution for injection pre-filled disposable devices	Dulaglutide	3.000mg/1.000ml	Solution for injection	Subcutaneous	6010203	300000
10494241000033110	29903611000001103	Insulin glargine 300units/ml solution for injection 1.5ml pre-filled disposable devices	Insulin glargine 300units/ml solution for injection 1.5ml pre-filled disposable devices	Insulin glargine	300.000unit/1.000ml + 300.000unit/1.000ml	Solution for injection	Subcutaneous	6010102	10000
10614141000033116	30318411000001104	Empagliflozin 5mg / Metformin 850mg tablets	Empagliflozin 5mg / Metformin 850mg tablets	Empagliflozin/ Metformin hydrochloride	5.000mg + 850.000mg	Tablet	Oral	6010203	3000
10614241000033111	30318311000001106	Empagliflozin 5mg / Metformin 1g tablets	Empagliflozin 5mg / Metformin 1g tablets	Empagliflozin/ Metformin hydrochloride	5.000mg + 1.000gram	Tablet	Oral	6010203	30000
10614341000033118	30318211000001103	Empagliflozin 12.5mg / Metformin 850mg tablets	Empagliflozin 12.5mg / Metformin 850mg tablets	Empagliflozin/ Metformin hydrochloride	12.500mg + 850.000mg	Tablet	Oral	6010203	3000
10614441000033112	30318111000001109	Empagliflozin 12.5mg / Metformin 1g tablets	Empagliflozin 12.5mg / Metformin 1g tablets	Empagliflozin/ Metformin hydrochloride	12.500mg + 1.000gram	Tablet	Oral	6010203	40000
10951041000033114	31015711000001109	Albiglutide 30mg powder and solvent for solution for injection pre-filled disposable devices	Albiglutide 30mg powder and solvent for solution for injection pre-filled disposable devices	Albiglutide	30.000mg	Powder and solvent for solution for injection	Subcutaneous	6010203	20
10951141000033113	31015811000001101	Albiglutide 50mg powder and solvent for solution for injection pre-filled disposable devices	Albiglutide 50mg powder and solvent for solution for injection pre-filled disposable devices	Albiglutide	50.000mg	Powder and solvent for solution for injection	Subcutaneous	6010203	4
11781341000033117	33550811000001105	Metformin 1g/5ml oral solution sugar free	Metformin 1g/5ml oral solution sugar free	Metformin hydrochloride	200.000mg/1.000ml	Oral solution	Oral	6010202	9000
11781441000033111	33550911000001100	Metformin 850mg/5ml oral solution sugar free	Metformin 850mg/5ml oral solution sugar free	Metformin hydrochloride	170.000mg/1.000ml	Oral solution	Oral	6010202	3000
11898041000033111	33745311000001109	Saxagliptin 5mg / Dapagliflozin 10mg tablets	Saxagliptin 5mg / Dapagliflozin 10mg tablets	Dapagliflozin propanediol monohydrate/ Saxagliptin hydrochloride	10.000mg + 5.000mg	Tablet	Oral	6010203	6000
12624241000033111	36048711000001108	Insulin soluble porcine 100units/ml solution for injection 10ml vials	Insulin soluble porcine 100units/ml solution for injection 10ml vials	Insulin soluble porcine	100.000unit/1.000ml + 100.000unit/1.000ml	Solution for injection	Intravenous/ Subcutaneous/ Intramuscular	6010101	200
12876141000033116	36491111000001100	Semaglutide 1mg/0.74ml solution for injection 3ml pre-filled disposable device	Semaglutide 1mg/0.74ml solution for injection 3ml pre-filled disposable device	Semaglutide	1.340mg/1.000ml	Solution for injection	Subcutaneous	6010203	80000
12876241000033111	36490911000001109	Semaglutide 0.25mg/0.19ml solution for injection 1.5ml pre-filled disposable device	Semaglutide 0.25mg/0.19ml solution for injection 1.5ml pre-filled disposable device	Semaglutide	1.340mg/1.000ml	Solution for injection	Subcutaneous	6010203	30000
